197,450.0
198,290.0
199,445.0
200,470.0
201,475.0
202,570.0
203,420.0
204,370.0
205,345.0
206,320.0
207,495.0
208,450.0
209,520.0
210,515.0
211,530.0
212,745.0
213,440.0
214,540.0
215,350.0
216,585.0
217,230.0
218,475.0
219,600.0
220,555.0
221,600.0
222,475.0
223,285.0
224,345.0
225,365.0
226,545.0
227,455.0
228,500.0
229,455.0
230,755.0
231,145.0
232,525.0
233,580.0
234,385.0
235,700.0
236,465.0
237,425.0
238,470.0
239,550.0
240,365.0
241,495.0
242,405.0
243,345.0
244,405.0
245,575.0
246,210.0
247,335.0
248,430.0
249,420.0
250,555.0
251,440.0
252,495.0
253,575.0
254,775.0
255,620.0
256,605.0
257,630.0
258,435.0
259,420.0
260,530.0
261,365.0
262,555.0
263,255.0
264,455.0
265,600.0
266,465.0
267,395.0
268,510.0
269,555.0
270,490.0
271,290.0
272,470.0
273,485.0
274,535.0
275,240.0
276,590.0
277,470.0
278,560.0
279,575.0
280,650.0
281,740.0
282,420.0
283,495.0
284,520.0
285,500.0
286,390.0
287,545.0
288,470.0
289,525.0
290,690.0
291,530.0
292,450.0
293,305.0
294,315.0
295,210.0
296,500.0
297,600.0
298,270.0
299,500.0
300,440.0
301,450.0
302,415.0
303,555.0
304,525.0
305,425.0
306,385.0
307,360.0
308,295.0
309,405.0
310,605.0
311,570.0
312,360.0
313,310.0
314,695.0
315,380.0
316,460.0
317,425.0
318,510.0
319,440.0
320,550.0
321,450.0
322,155.0
323,440.0
324,475.0
325,395.0
326,570.0
327,470.0
328,455.0
329,570.0
330,315.0
331,525.0
332,395.0
333,450.0
334,340.0
335,465.0
336,490.0
337,230.0
338,470.0
339,755.0
340,575.0
341,365.0
342,385.0
343,260.0
344,420.0
345,515.0
346,495.0
347,345.0
348,355.0
349,450.0
350,460.0
351,520.0
352,275.0
353,380.0
354,750.0
355,500.0
356,290.0
357,260.0
358,540.0
359,370.0
360,525.0
361,605.0
362,575.0
363,435.0
364,195.0
365,555.0
366,350.0
367,555.0
368,525.0
369,765.0
370,535.0
371,450.0
372,390.0
373,450.0
374,295.0
375,610.0
376,320.0
377,575.0
378,380.0
379,315.0
380,430.0
381,425.0
382,740.0
383,600.0
384,435.0
385,470.0
386,365.0
387,335.0
388,445.0
389,545.0
390,675.0
391,450.0
392,570.0
393,640.0
394,575.0
395,395.0
396,515.0
397,450.0
398,390.0
399,600.0
400,670.0
401,390.0
402,390.0
403,470.0
404,470.0
405,770.0
406,325.0
407,440.0
408,310.0
409,395.0
410,445.0
411,470.0
412,195.0
413,450.0
414,545.0
415,470.0
416,450.0
417,285.0
418,285.0
419,390.0
420,420.0
421,450.0
422,470.0
423,695.0
424,450.0
425,575.0
426,570.0
427,525.0
428,395.0
429,500.0
430,365.0
431,640.0
432,515.0
433,665.0
434,250.0
435,330.0
436,270.0
437,435.0
438,440.0
439,495.0
440,420.0
441,495.0
442,520.0
443,425.0
444,400.0
445,390.0
446,305.0
447,450.0
448,700.0
449,525.0
450,400.0
451,475.0
452,545.0
453,560.0
454,670.0
455,800.0
456,565.0
457,510.0
458,600.0
459,570.0
460,655.0
461,545.0
462,240.0
463,495.0
464,495.0
465,155.0
466,480.0
467,330.0
468,285.0
469,430.0
470,435.0
471,505.0
472,415.0
473,285.0
474,420.0
475,370.0
476,390.0
477,360.0
478,575.0
479,645.0
480,395.0
481,545.0
482,340.0
483,550.0
484,525.0
485,570.0
486,495.0
487,995.0
488,410.0
489,480.0
490,390.0
491,570.0
492,550.0
493,555.0
494,600.0
495,330.0
496,530.0
497,445.0
498,525.0
499,385.0
500,455.0
501,450.0
502,410.0
503,465.0
504,470.0
505,420.0
506,480.0
507,570.0
508,585.0
509,310.0
510,600.0
511,585.0
512,470.0
513,490.0
514,570.0
515,555.0
516,425.0
517,390.0
518,395.0
519,520.0
520,455.0
521,375.0
522,255.0
523,240.0
524,470.0
525,690.0
526,580.0
527,600.0
528,345.0
529,600.0
530,410.0
531,575.0
532,360.0
533,330.0
534,375.0
535,600.0
536,380.0
537,485.0
538,600.0
539,485.0
540,605.0
541,500.0
542,315.0
543,440.0
544,330.0
545,600.0
546,365.0
547,365.0
548,495.0
549,390.0
550,365.0
551,570.0
552,495.0
553,540.0
554,545.0
555,800.0
556,470.0
557,605.0
558,585.0
559,315.0
560,555.0
561,570.0
562,315.0
563,545.0
564,315.0
565,470.0
566,515.0
567,470.0
568,500.0
569,285.0
570,270.0
571,165.0
572,470.0
573,620.0
574,205.0
575,725.0
576,480.0
577,715.0
578,315.0
579,800.0
580,555.0
581,260.0
582,435.0
583,525.0
584,510.0
585,480.0
586,485.0
587,575.0
588,495.0
589,550.0
590,330.0
591,600.0
592,450.0
593,290.0
594,570.0
595,755.0
596,375.0
597,545.0
598,560.0
599,495.0
600,440.0
601,540.0
602,470.0
603,545.0
604,365.0
605,530.0
606,435.0
607,510.0
608,400.0
609,420.0
610,335.0
611,320.0
612,370.0
613,395.0
614,265.0
615,495.0
616,420.0
617,455.0
618,420.0
619,550.0
620,570.0
621,470.0
622,775.0
623,360.0
624,395.0
625,550.0
626,530.0
627,210.0
628,265.0
629,410.0
630,445.0
631,405.0
632,395.0
633,540.0
634,765.0
635,485.0
636,395.0
637,575.0
638,575.0
639,405.0
640,305.0
641,455.0
642,430.0
643,410.0
644,690.0
645,570.0
646,300.0
647,420.0
648,365.0
649,205.0
650,750.0
651,545.0
652,450.0
653,505.0
654,290.0
655,495.0
656,555.0
657,440.0
658,485.0
659,265.0
660,575.0
661,390.0
662,155.0
663,425.0
664,360.0
665,315.0
666,775.0
667,365.0
668,355.0
669,525.0
670,240.0
671,510.0
672,495.0
673,500.0
674,420.0
675,555.0
676,445.0
677,340.0
678,405.0
679,550.0
680,775.0
681,490.0
682,555.0
683,485.0
684,545.0
685,575.0
686,365.0
687,290.0
688,770.0
689,285.0
690,450.0
691,530.0
692,700.0
693,365.0
694,380.0
695,470.0
696,525.0
697,410.0
698,335.0
699,390.0
700,360.0
701,525.0
702,260.0
703,545.0
704,315.0
705,380.0
706,570.0
707,260.0
708,490.0
709,325.0
710,525.0
711,320.0
712,570.0
713,415.0
714,465.0
715,555.0
716,540.0
717,170.0
718,525.0
719,365.0
720,310.0
721,480.0
722,495.0
723,305.0
724,360.0
725,570.0
726,525.0
727,515.0
728,775.0
729,530.0
730,550.0
731,475.0
732,600.0
733,385.0
734,275.0
735,390.0
736,255.0
737,255.0
738,405.0
739,335.0
740,255.0
741,425.0
742,400.0
743,385.0
744,305.0
745,345.0
746,530.0
747,375.0
748,205.0
749,405.0
750,520.0
751,285.0
752,605.0
753,255.0
754,505.0
755,725.0
756,600.0
757,360.0
758,450.0
759,505.0
760,545.0
761,545.0
762,695.0
763,500.0
764,315.0
765,205.0
766,450.0
767,540.0
768,435.0
769,360.0
770,460.0
771,585.0
772,500.0
773,235.0
774,440.0
775,440.0
776,360.0
777,500.0
778,450.0
779,545.0
780,540.0
781,470.0
782,395.0
783,495.0
784,435.0
785,285.0
786,480.0
787,365.0
788,500.0
789,550.0
790,715.0
791,495.0
792,435.0
793,420.0
794,365.0
795,545.0
796,555.0
797,545.0
798,470.0
799,545.0
800,665.0
801,545.0
802,600.0
803,565.0
804,395.0
805,385.0
806,700.0
807,315.0
808,325.0
809,490.0
810,205.0
811,545.0
812,800.0
813,470.0
814,520.0
815,465.0
816,285.0
817,525.0
818,600.0
819,425.0
820,390.0
821,305.0
822,310.0
823,445.0
824,600.0
825,350.0
826,635.0
827,545.0
828,405.0
829,370.0
830,445.0
831,545.0
832,285.0
833,545.0
834,365.0
835,555.0
836,540.0
837,430.0
838,525.0
839,575.0
840,545.0
841,170.0
842,395.0
843,390.0
844,570.0
845,540.0
846,640.0
847,400.0
848,525.0
849,585.0
850,485.0
851,395.0
852,370.0
853,405.0
854,260.0
855,495.0
856,600.0
857,440.0
858,530.0
859,320.0
860,315.0
861,605.0
862,410.0
863,600.0
864,555.0
865,420.0
866,470.0
867,410.0
868,725.0
869,225.0
870,725.0
871,450.0
872,380.0
873,515.0
874,405.0
875,430.0
876,515.0
877,475.0
878,540.0
879,240.0
880,570.0
881,525.0
882,550.0
883,330.0
884,420.0
885,600.0
886,420.0
887,420.0
888,750.0
889,360.0
890,495.0
891,470.0
892,500.0
893,575.0
894,420.0
895,430.0
896,525.0
897,480.0
898,695.0
899,520.0
900,570.0
901,335.0
902,445.0
903,370.0
904,580.0
905,405.0
906,425.0
907,375.0
908,420.0
909,575.0
910,500.0
911,255.0
912,465.0
913,475.0
914,380.0
915,205.0
916,400.0
917,335.0
918,495.0
919,745.0
920,640.0
921,160.0
922,500.0
923,285.0
924,430.0
925,495.0
926,540.0
927,465.0
928,435.0
929,240.0
930,340.0
931,110.0
932,420.0
933,500.0
934,545.0
935,525.0
936,525.0
937,300.0
938,390.0
939,540.0
940,525.0
941,600.0
942,415.0
943,370.0
944,335.0
945,370.0
946,315.0
947,585.0
948,305.0
949,355.0
950,525.0
951,275.0
952,360.0
953,715.0
954,355.0
955,280.0
956,470.0
957,255.0
958,300.0
959,440.0
960,345.0
961,570.0
962,245.0
963,360.0
964,440.0
965,350.0
966,800.0
967,535.0
968,360.0
969,575.0
970,510.0
971,435.0
972,500.0
973,185.0
974,620.0
975,285.0
976,480.0
977,570.0
978,600.0
979,490.0
980,630.0
981,745.0
982,600.0
983,495.0
984,580.0
985,550.0
986,335.0
987,520.0
988,495.0
989,290.0
990,545.0
991,260.0
992,170.0
993,570.0
994,500.0
995,465.0
996,395.0
997,290.0
998,570.0
999,320.0
1000,315.0
